#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520425514457972808,-0.5678665659,0.2116435995,1.1399078797,0.9957677499,0.0494429380,-0.0088347970,-0.0769670744
1520425514466306808,-0.5734561653,0.2097573700,1.1396370172,0.9956950929,0.0494326832,-0.0086356049,-0.0779302133
1520425514474639808,-0.5793232793,0.2077096026,1.1393945105,0.9957082515,0.0487833002,-0.0079718631,-0.0782414010
1520425514482972808,-0.5848926348,0.2058571634,1.1391323921,0.9955085812,0.0492096451,-0.0079064725,-0.0804895228
1520425514491305808,-0.5907262286,0.2037124943,1.1390072686,0.9956158268,0.0484851144,-0.0065815629,-0.0797182669
1520425514499639808,-0.5964120635,0.2016966197,1.1388426389,0.9955240018,0.0484534029,-0.0062097552,-0.0809053061
1520425514507972808,-0.6021088675,0.1995833863,1.1387766334,0.9955453178,0.0480154779,-0.0053072173,-0.0809683122
1520425514516306808,-0.6076029288,0.1975518080,1.1387100457,0.9953945357,0.0481510531,-0.0053271060,-0.0827213168
1520425514524639808,-0.6135622110,0.1956389518,1.1386651159,0.9954493906,0.0479501982,-0.0040385706,-0.0822494940
1520425514532972808,-0.6191055586,0.1936406274,1.1387418279,0.9953477368,0.0478919575,-0.0040794518,-0.0835021041
1520425514541305808,-0.6247525539,0.1916311975,1.1387547336,0.9953136993,0.0481323829,-0.0038528023,-0.0837798874
1520425514549639808,-0.6304224621,0.1896989900,1.1388790099,0.9952589623,0.0482655022,-0.0036746548,-0.0843595653
1520425514557972808,-0.6360970548,0.1878147716,1.1390459480,0.9951711907,0.0486658138,-0.0031594855,-0.0851819080
1520425514566306808,-0.6418086247,0.1859213219,1.1392882364,0.9951051727,0.0489756623,-0.0026351995,-0.0857912323
1520425514574639808,-0.6474203750,0.1839996364,1.1396226285,0.9950467677,0.0493675396,-0.0020260523,-0.0862593255
1520425514582972808,-0.6530964458,0.1822155443,1.1399815592,0.9949814524,0.0497549606,-0.0016022267,-0.0867973860
1520425514591306808,-0.6587203788,0.1803699083,1.1404560662,0.9950759560,0.0490150917,-0.0008723547,-0.0861429134
1520425514599639808,-0.6644036349,0.1785856177,1.1409703369,0.9950190959,0.0491402434,-0.0004371890,-0.0867297191
1520425514607972808,-0.6699683953,0.1768313244,1.1415524561,0.9949797724,0.0492139469,0.0001573113,-0.0871390566
1520425514616305808,-0.6754425789,0.1750445523,1.1422083196,0.9947964088,0.0497049468,0.0000374221,-0.0889354929
1520425514624639808,-0.6810768727,0.1733025677,1.1429075849,0.9948112490,0.0491901741,0.0005960831,-0.0890536375
1520425514632972808,-0.6865854174,0.1716687140,1.1436526183,0.9947667154,0.0489272426,0.0012189017,-0.0896873518
1520425514641306808,-0.6921202189,0.1700733418,1.1444857485,0.9947335473,0.0482196682,0.0016330955,-0.0904287924
1520425514649639808,-0.6975777234,0.1685467926,1.1452963866,0.9946895283,0.0476915987,0.0018559164,-0.0911855761
1520425514657972808,-0.7030446961,0.1671033217,1.1461574647,0.9946283931,0.0473645969,0.0023807097,-0.0920069930
1520425514666305808,-0.7084538506,0.1656374483,1.1470938766,0.9946052434,0.0464199944,0.0024757419,-0.0927332982
1520425514674639808,-0.7137832127,0.1643218426,1.1480318099,0.9944714938,0.0461011802,0.0023259705,-0.0943171198
1520425514682972808,-0.7190245105,0.1630101964,1.1489676582,0.9944196608,0.0453427323,0.0019969926,-0.0952343787
1520425514691306808,-0.7243152367,0.1616532210,1.1499052956,0.9944319313,0.0447275427,0.0020878524,-0.0953950825
1520425514699639808,-0.7294899634,0.1603983617,1.1508706965,0.9944059262,0.0442928087,0.0018141062,-0.0958734064
1520425514707972808,-0.7346810050,0.1592456407,1.1518494001,0.9943527344,0.0438047182,0.0014000503,-0.0966531231
1520425514716306808,-0.7398197394,0.1580798745,1.1528312035,0.9943387337,0.0434075018,0.0009586019,-0.0969811969
1520425514724639808,-0.7449182803,0.1569345631,1.1537677857,0.9943761768,0.0427712501,0.0007281739,-0.0968819325
1520425514732972808,-0.7499094530,0.1558307322,1.1547265381,0.9943670661,0.0425078240,0.0002333253,-0.0970936059
1520425514741305808,-0.7549395221,0.1547492206,1.1556409955,0.9943317433,0.0425179425,0.0000077698,-0.0974505455
1520425514749639808,-0.7598370179,0.1536513567,1.1565942484,0.9943206073,0.0421928126,-0.0004736605,-0.0977040028
1520425514757972808,-0.7647467032,0.1526445522,1.1574846253,0.9942980158,0.0422294055,-0.0006989782,-0.0979165177
1520425514766306808,-0.7694456540,0.1517094481,1.1583954840,0.9942566460,0.0426600658,-0.0007573901,-0.0981492076
1520425514774639808,-0.7744666555,0.1507161916,1.1591836077,0.9942106572,0.0428043244,-0.0005543211,-0.0985527858
1520425514782972808,-0.7791917324,0.1498143400,1.1600778740,0.9941989146,0.0425481305,-0.0007420191,-0.0987806877
1520425514791305808,-0.7839944754,0.1489158578,1.1608766764,0.9941385336,0.0428579771,-0.0006060873,-0.0992542312
1520425514799639808,-0.7887971389,0.1479687675,1.1616268455,0.9941058392,0.0427080435,-0.0005057956,-0.0996461117
1520425514807972808,-0.7938963806,0.1469755227,1.1623326681,0.9941728025,0.0423586061,0.0005047648,-0.0991258416
1520425514816306808,-0.7984126878,0.1460834284,1.1631364484,0.9940407817,0.0421364779,0.0003620262,-0.1005351209
1520425514824639808,-0.8035520324,0.1452028552,1.1637192762,0.9941018730,0.0418763923,0.0013797341,-0.1000296462
1520425514832972808,-0.8080831602,0.1443030257,1.1643948019,0.9939720641,0.0414819254,0.0009027281,-0.1014789176
1520425514841306808,-0.8131649286,0.1433586661,1.1649561571,0.9940767844,0.0407755121,0.0019210785,-0.1007224595
1520425514849639808,-0.8177633068,0.1425195519,1.1655324006,0.9939646260,0.0404739697,0.0016578520,-0.1019481812
1520425514857972808,-0.8228331390,0.1415316657,1.1660576932,0.9940441855,0.0393548157,0.0025104208,-0.1015925861
1520425514866305808,-0.8275572056,0.1406268831,1.1666547188,0.9939811304,0.0385243474,0.0027872661,-0.1025164288
1520425514874639808,-0.8322939761,0.1399305884,1.1669371798,0.9939103366,0.0384079224,0.0024969386,-0.1032513416
1520425514882972808,-0.8370218842,0.1391605471,1.1672924287,0.9939042687,0.0380848297,0.0028790252,-0.1034193488
1520425514891306808,-0.8419802384,0.1385284781,1.1676562842,0.9939220736,0.0373411404,0.0030926903,-0.1035132173
1520425514899639808,-0.8467398571,0.1377382214,1.1679257843,0.9939161633,0.0370277879,0.0035262023,-0.1036685541
1520425514907972808,-0.8517427735,0.1370824052,1.1681529887,0.9939185340,0.0365941167,0.0034780342,-0.1038013570
1520425514916305808,-0.8565977132,0.1363941156,1.1684660477,0.9939399219,0.0360398760,0.0042140199,-0.1037631969
1520425514924639808,-0.8614641368,0.1357829820,1.1685794215,0.9939391605,0.0361272868,0.0041696596,-0.1037418834
1520425514932972808,-0.8661251701,0.1352712439,1.1686692327,0.9939043190,0.0362776498,0.0040188693,-0.1040287720
1520425514941306808,-0.8710817663,0.1348402909,1.1686824423,0.9939586411,0.0368875322,0.0043712494,-0.1032783708
1520425514949639808,-0.8759611410,0.1344180199,1.1686812083,0.9939198235,0.0372201680,0.0043974949,-0.1035311814
1520425514957972808,-0.8807383438,0.1338921614,1.1686952131,0.9939389505,0.0373275464,0.0041384754,-0.1033193591
1520425514966306808,-0.8857673502,0.1333253750,1.1687474411,0.9939438492,0.0372536812,0.0049346016,-0.1032639216
1520425514974639808,-0.8906142903,0.1329007937,1.1687541985,0.9939416123,0.0375029308,0.0047575803,-0.1032035216
1520425514982972808,-0.8952674629,0.1325862943,1.1685922109,0.9939083614,0.0383498602,0.0041482869,-0.1032387967
1520425514991305808,-0.9000608460,0.1322152903,1.1685393268,0.9939432404,0.0385580780,0.0041318920,-0.1028252742
1520425514999639808,-0.9047913543,0.1318059850,1.1684690682,0.9939950224,0.0384104333,0.0039847221,-0.1023848428
1520425515007972808,-0.9097064761,0.1313781608,1.1685586812,0.9940599832,0.0377875812,0.0039290704,-0.1019873080
1520425515016306808,-0.9142039548,0.1311313201,1.1684000079,0.9940881245,0.0381146071,0.0030987107,-0.1016192668
1520425515024639808,-0.9191561898,0.1307215833,1.1684659787,0.9941513877,0.0371429851,0.0033013696,-0.1013534311
1520425515032972808,-0.9238528629,0.1304846720,1.1684447919,0.9942314874,0.0366624592,0.0027848536,-0.1007564296
1520425515041305808,-0.9281023680,0.1302498474,1.1683768325,0.9942002455,0.0363482048,0.0013988566,-0.1012063390
1520425515049639808,-0.9327798739,0.1300201897,1.1683157504,0.9942677152,0.0356836520,0.0009986018,-0.1007838790
1520425515057972808,-0.9376298673,0.1297196315,1.1684004026,0.9943821003,0.0348463295,0.0015535449,-0.0999377727
1520425515066306808,-0.9423125932,0.1295502094,1.1683557179,0.9944671283,0.0341330131,0.0014926261,-0.0993370031
1520425515074639808,-0.9467575172,0.1295159304,1.1681983052,0.9945219219,0.0341601704,0.0006094787,-0.0987869328
1520425515082972808,-0.9513686767,0.1293719681,1.1681209916,0.9946080655,0.0334319218,0.0005586887,-0.0981671564
1520425515091306808,-0.9560508827,0.1292728832,1.1680017619,0.9946587615,0.0330624055,0.0006347883,-0.0977774130
1520425515099639808,-0.9606082003,0.1291945774,1.1678588198,0.9947659960,0.0329387108,0.0011791905,-0.0967174442
1520425515107972808,-0.9650257565,0.1293190236,1.1676493595,0.9947366015,0.0330141684,0.0004978535,-0.0969995388
1520425515116305808,-0.9695226790,0.1294574490,1.1674607727,0.9947949765,0.0330306799,0.0006815601,-0.0963922423
1520425515124639808,-0.9739893776,0.1294647046,1.1673262109,0.9949294569,0.0328874437,0.0009882199,-0.0950411244
1520425515132972808,-0.9783961322,0.1295145964,1.1672443582,0.9948993534,0.0326162050,0.0012314862,-0.0954460228
1520425515141306808,-0.9825607534,0.1297598755,1.1669821398,0.9950010157,0.0335830007,0.0008939638,-0.0940444667
1520425515149639808,-0.9868769709,0.1298572440,1.1668600213,0.9950250216,0.0335222578,0.0007403973,-0.0938131999
1520425515157972808,-0.9909567793,0.1301070023,1.1665127900,0.9950965779,0.0346778334,0.0003776932,-0.0926288613
1520425515166305808,-0.9949366399,0.1302819691,1.1663125232,0.9950607321,0.0353630539,-0.0001797510,-0.0927553850
1520425515174639808,-0.9990303866,0.1306363825,1.1659969545,0.9950801470,0.0364396258,-0.0006005557,-0.0921265107
1520425515182972808,-1.0029767571,0.1308181191,1.1657235196,0.9951147314,0.0371089613,-0.0008752751,-0.0914813106
1520425515191306808,-1.0069042225,0.1309462086,1.1654936925,0.9951547693,0.0378150441,-0.0006321520,-0.0907557599
1520425515199639808,-1.0108706009,0.1313223518,1.1651974938,0.9952238811,0.0394502462,-0.0001142430,-0.0892921691
1520425515207972808,-1.0145440603,0.1317985005,1.1648154449,0.9950908592,0.0412164005,-0.0006887756,-0.0899717507
1520425515216306808,-1.0183563432,0.1319155490,1.1645737317,0.9952615156,0.0412477294,0.0000877308,-0.0880518753
1520425515224639808,-1.0219237761,0.1322627783,1.1642506014,0.9951733988,0.0425433712,-0.0000438722,-0.0884305716
1520425515232972808,-1.0255059721,0.1326161972,1.1639443548,0.9951688613,0.0435499959,0.0001822097,-0.0879903521
1520425515241305808,-1.0290299462,0.1329688894,1.1636960624,0.9952021161,0.0440875991,0.0006744570,-0.0873417241
1520425515249639808,-1.0324100684,0.1333587259,1.1634550260,0.9952323131,0.0446784471,0.0008435084,-0.0866935287
1520425515257972808,-1.0356551673,0.1338227884,1.1632686883,0.9952684367,0.0453913715,0.0007870080,-0.0859054302
1520425515266306808,-1.0387994365,0.1342856653,1.1630147887,0.9952585446,0.0462930844,0.0010755756,-0.0855349223
1520425515274639808,-1.0418137222,0.1347712044,1.1628190056,0.9952695097,0.0472101914,0.0011532404,-0.0849027146
1520425515282972808,-1.0446529253,0.1352560151,1.1627067623,0.9952749069,0.0480856854,0.0012270027,-0.0843452494
1520425515291305808,-1.0473884268,0.1356887917,1.1625891460,0.9952757933,0.0486400496,0.0012239112,-0.0840163247
1520425515299639808,-1.0500401240,0.1361849340,1.1624719443,0.9953106257,0.0492875463,0.0010541475,-0.0832249059
1520425515307972808,-1.0526028476,0.1366488041,1.1623883869,0.9952783078,0.0500046091,0.0008624144,-0.0831858484
1520425515316306808,-1.0549755378,0.1371426230,1.1623737936,0.9953097288,0.0502820333,0.0005480069,-0.0826435756
1520425515324639808,-1.0573767643,0.1375785681,1.1622387102,0.9953104773,0.0506555863,0.0007009060,-0.0824049395
1520425515332972808,-1.0595946259,0.1379830717,1.1621994156,0.9953074250,0.0510357341,0.0006194154,-0.0822076638
1520425515341306808,-1.0617832681,0.1383366756,1.1621736935,0.9954072517,0.0508721848,0.0011810309,-0.0810865536
1520425515349639808,-1.0636679786,0.1387785599,1.1621167441,0.9953616046,0.0510428177,0.0008171644,-0.0815428662
1520425515357972808,-1.0655397255,0.1391732418,1.1620621481,0.9953443414,0.0511835301,0.0009531321,-0.0816638223
1520425515366305808,-1.0673471698,0.1394819194,1.1620416591,0.9954228314,0.0512055028,0.0015252525,-0.0806787253
1520425515374639808,-1.0690474385,0.1399132948,1.1620168766,0.9954572959,0.0511613223,0.0016461837,-0.0802781490
1520425515382972808,-1.0704814943,0.1403599354,1.1619386020,0.9954055982,0.0513598331,0.0015814752,-0.0807920888
1520425515391306808,-1.0718872208,0.1407768458,1.1619363460,0.9953821553,0.0515003522,0.0016327833,-0.0809902014
1520425515399639808,-1.0730593665,0.1410790226,1.1619267266,0.9953995576,0.0515038472,0.0015941558,-0.0807745825
1520425515407972808,-1.0741264334,0.1414944848,1.1619708290,0.9953857722,0.0516089208,0.0013779236,-0.0808813030
1520425515416305808,-1.0752751336,0.1418765963,1.1619441913,0.9954779508,0.0514304347,0.0018738857,-0.0798439000
1520425515424639808,-1.0762335933,0.1422187236,1.1618821243,0.9954734812,0.0513710020,0.0020589774,-0.0799332787
1520425515432972808,-1.0769840097,0.1425643140,1.1618783161,0.9955103341,0.0513452098,0.0020268848,-0.0794904772
1520425515441306808,-1.0775737839,0.1429018401,1.1618609546,0.9955066127,0.0515036736,0.0019060678,-0.0794375387
1520425515449639808,-1.0779517376,0.1432390171,1.1619011462,0.9954396359,0.0515789177,0.0012904410,-0.0802364090
1520425515457972808,-1.0783444349,0.1434881922,1.1619222634,0.9955022836,0.0514232496,0.0014116471,-0.0795541323
1520425515466306808,-1.0784565510,0.1437661478,1.1618843202,0.9955032629,0.0515418425,0.0008439404,-0.0794731393
1520425515474639808,-1.0785462863,0.1441208148,1.1618918271,0.9954961540,0.0516492565,0.0006542611,-0.0794942360
1520425515482972808,-1.0784291951,0.1443961761,1.1618967265,0.9954944499,0.0516140210,0.0003511325,-0.0795403658
1520425515491305808,-1.0781748967,0.1446876800,1.1619132766,0.9954793726,0.0516116587,0.0000499253,-0.0797311284
1520425515499639808,-1.0777132096,0.1450249256,1.1618904431,0.9954378584,0.0514380866,-0.0007079210,-0.0803560334
1520425515507972808,-1.0771750944,0.1452608023,1.1619342482,0.9954305595,0.0512048621,-0.0010072764,-0.0805918652
1520425515516306808,-1.0765110117,0.1454531981,1.1619771904,0.9954604449,0.0512067663,-0.0009513788,-0.0802213471
1520425515524639808,-1.0756413676,0.1457435015,1.1619373032,0.9954017996,0.0510779640,-0.0015770139,-0.0810173566
1520425515532972808,-1.0746574949,0.1459632568,1.1620125542,0.9953999726,0.0507324888,-0.0017736562,-0.0812524658
1520425515541305808,-1.0734747399,0.1461799670,1.1619117546,0.9953828489,0.0508755434,-0.0019115472,-0.0813695835
1520425515549639808,-1.0721812508,0.1463733573,1.1619314089,0.9953846180,0.0506942999,-0.0020142529,-0.0814585360
1520425515557972808,-1.0706900236,0.1465974723,1.1618975869,0.9953770248,0.0507099230,-0.0020581913,-0.0815404567
1520425515566306808,-1.0690865594,0.1468077952,1.1618588213,0.9954015963,0.0505131013,-0.0019624403,-0.0813648417
1520425515574639808,-1.0673425170,0.1469962699,1.1618267267,0.9954114830,0.0505039523,-0.0017105756,-0.0812551804
1520425515582972808,-1.0653618574,0.1471040240,1.1618575315,0.9954336615,0.0501668400,-0.0016965340,-0.0811925824
1520425515591306808,-1.0632750333,0.1473884077,1.1617567061,0.9954531355,0.0504929686,-0.0016510231,-0.0807514043
1520425515599639808,-1.0610080986,0.1475472699,1.1617467573,0.9954962194,0.0502309985,-0.0016638847,-0.0803825574
1520425515607972808,-1.0585902344,0.1476909488,1.1617935474,0.9955477609,0.0498809335,-0.0018066264,-0.0799580161
1520425515616305808,-1.0559804296,0.1479000126,1.1617050606,0.9956137198,0.0500054388,-0.0013119276,-0.0790636198
1520425515624639808,-1.0532552082,0.1481188506,1.1616674714,0.9956841565,0.0499363879,-0.0011426697,-0.0782183602
1520425515632972808,-1.0503521858,0.1482886964,1.1616852626,0.9957399041,0.0497433687,-0.0011873024,-0.0776288030
1520425515641306808,-1.0473934600,0.1485610189,1.1616490515,0.9958131252,0.0496415612,-0.0005366498,-0.0767570660
1520425515649639808,-1.0441763996,0.1486740888,1.1616014168,0.9959329360,0.0496513231,0.0002592952,-0.0751815523
1520425515657972808,-1.0408283649,0.1489278492,1.1615528452,0.9959178656,0.0498072517,0.0004974117,-0.0752767914
1520425515666305808,-1.0374428758,0.1490721987,1.1615236458,0.9960758794,0.0491575525,0.0013912524,-0.0735828918
1520425515674639808,-1.0336734120,0.1493011054,1.1614291718,0.9960836969,0.0492849155,0.0013540557,-0.0733923184
1520425515682972808,-1.0298980398,0.1494226177,1.1614200927,0.9961642571,0.0488588239,0.0019850818,-0.0725647826
1520425515691306808,-1.0259986969,0.1495846805,1.1613714716,0.9962427093,0.0484129426,0.0026737903,-0.0717600304
1520425515699639808,-1.0219660816,0.1498209536,1.1612518199,0.9963057414,0.0482843345,0.0029875985,-0.0709546819
1520425515707972808,-1.0178373648,0.1499910011,1.1610959786,0.9963596018,0.0479760665,0.0035137562,-0.0703810657
1520425515716306808,-1.0136989431,0.1500177029,1.1610821622,0.9965535223,0.0464863414,0.0043619379,-0.0685643550
1520425515724639808,-1.0091937415,0.1502531252,1.1609298231,0.9965377772,0.0466250303,0.0045854229,-0.0686843440
1520425515732972808,-1.0047232891,0.1504577713,1.1607969198,0.9965998107,0.0461097696,0.0049409276,-0.0681050203
1520425515741305808,-1.0001602106,0.1504662779,1.1606488095,0.9967596680,0.0440811298,0.0055394093,-0.0670547033
1520425515749639808,-0.9954910477,0.1506425534,1.1604108584,0.9967910625,0.0437173630,0.0060917261,-0.0667776971
1520425515757972808,-0.9905672605,0.1507864463,1.1601693119,0.9968751045,0.0431523015,0.0061043959,-0.0658835437
1520425515766306808,-0.9856723147,0.1510163835,1.1598983458,0.9969121288,0.0425976901,0.0061901373,-0.0656759201
1520425515774639808,-0.9805349510,0.1510564716,1.1596073362,0.9969899598,0.0419124430,0.0064117218,-0.0649096061
1520425515782972808,-0.9753370333,0.1512226980,1.1592902471,0.9970192947,0.0416275720,0.0063833610,-0.0646445965
1520425515791305808,-0.9699364460,0.1513898112,1.1589559502,0.9970480538,0.0416703189,0.0064036730,-0.0641697437
1520425515799639808,-0.9647000858,0.1515731080,1.1584721865,0.9971114482,0.0413939894,0.0066185050,-0.0633363469
1520425515807972808,-0.9590176026,0.1516955590,1.1580319024,0.9971183323,0.0415875527,0.0062382617,-0.0631394560
1520425515816306808,-0.9535271549,0.1518052191,1.1575529793,0.9971742929,0.0413576656,0.0063157444,-0.0623945872
1520425515824639808,-0.9478366734,0.1519579731,1.1570649766,0.9971907260,0.0415793800,0.0062703458,-0.0619878528
1520425515832972808,-0.9420675499,0.1521433422,1.1565902498,0.9972496687,0.0418886151,0.0065636257,-0.0607894804
1520425515841306808,-0.9362110383,0.1522775568,1.1560497445,0.9972655625,0.0419286118,0.0064108573,-0.0605168594
1520425515849639808,-0.9302805951,0.1523859950,1.1555206199,0.9972814973,0.0420564993,0.0062454131,-0.0601818979
1520425515857972808,-0.9242643247,0.1524447123,1.1549623042,0.9973229996,0.0419616325,0.0060879568,-0.0595734231
1520425515866305808,-0.9181748993,0.1524351865,1.1544368112,0.9973630592,0.0418771790,0.0058762566,-0.0589805017
1520425515874639808,-0.9120326070,0.1526022253,1.1538201048,0.9973812173,0.0420205569,0.0055939085,-0.0585976816
1520425515882972808,-0.9057738818,0.1526428106,1.1532395770,0.9974177113,0.0420499391,0.0052674222,-0.0579824630
1520425515891306808,-0.8995404092,0.1527237371,1.1526978342,0.9974644481,0.0417768331,0.0049440483,-0.0574014577
1520425515899639808,-0.8931775806,0.1527366874,1.1521130460,0.9974850622,0.0419941540,0.0043421096,-0.0569314312
1520425515907972808,-0.8867772330,0.1527354406,1.1515838983,0.9975204458,0.0418673283,0.0038910580,-0.0564353316
1520425515916305808,-0.8802835421,0.1526698322,1.1510576763,0.9975832454,0.0417583402,0.0037093074,-0.0554089402
1520425515924639808,-0.8740636622,0.1526470143,1.1506489960,0.9976393706,0.0411999119,0.0041323153,-0.0547830041
1520425515932972808,-0.8671847113,0.1528935140,1.1498970882,0.9975779604,0.0420079299,0.0022138755,-0.0553953555
1520425515941306808,-0.8607336241,0.1529995685,1.1493433322,0.9975792559,0.0420688721,0.0018607054,-0.0553387380
1520425515949639808,-0.8541894484,0.1530574274,1.1488220091,0.9976027381,0.0420042981,0.0014321376,-0.0549760395
1520425515957972808,-0.8477646209,0.1530346156,1.1482623070,0.9976054711,0.0421586119,0.0014863541,-0.0548066257
1520425515966306808,-0.8412176442,0.1531187676,1.1477642900,0.9976236993,0.0423307752,0.0012993973,-0.0543449318
1520425515974639808,-0.8346973944,0.1531472298,1.1473525455,0.9976422765,0.0425414293,0.0011277404,-0.0538409064
1520425515982972808,-0.8280641303,0.1531873591,1.1468837210,0.9976232208,0.0428478288,0.0004921800,-0.0539604551
1520425515991305808,-0.8214950171,0.1529989931,1.1465927966,0.9976370733,0.0425103792,0.0003090431,-0.0539726054
1520425515999639808,-0.8148418322,0.1531481209,1.1460580109,0.9976356465,0.0435500875,-0.0007401729,-0.0531597490
1520425516007972808,-0.8080051615,0.1530180981,1.1456660111,0.9976198642,0.0436804865,-0.0020007976,-0.0533162121
1520425516016306808,-0.8015862061,0.1529214479,1.1453456808,0.9976387046,0.0444117891,-0.0021739995,-0.0523438802
1520425516024639808,-0.7948496782,0.1527380035,1.1450077068,0.9976210774,0.0447242639,-0.0034683381,-0.0523440239
1520425516032972808,-0.7883025699,0.1525555693,1.1446558500,0.9976492574,0.0455142115,-0.0036286758,-0.0511003759
1520425516041305808,-0.7817080328,0.1522485834,1.1443727691,0.9976534789,0.0460247558,-0.0042741570,-0.0505073201
1520425516049639808,-0.7750097887,0.1519694131,1.1440475293,0.9975910766,0.0466164236,-0.0053849860,-0.0510877175
1520425516057972808,-0.7685356865,0.1516533222,1.1437559307,0.9976438458,0.0474317672,-0.0049256732,-0.0493226341
1520425516066306808,-0.7621532124,0.1511622083,1.1436405135,0.9976447958,0.0475124500,-0.0047851851,-0.0492395211
1520425516074639808,-0.7553156803,0.1508889539,1.1431784408,0.9975685326,0.0485986651,-0.0058423997,-0.0496090602
1520425516082972808,-0.7488979204,0.1505497059,1.1428955399,0.9975907859,0.0496823627,-0.0052602766,-0.0481312403
1520425516091306808,-0.7423601927,0.1501147679,1.1426692013,0.9975887289,0.0506177429,-0.0051318655,-0.0472041956
1520425516099639808,-0.7358120704,0.1496508542,1.1424346598,0.9975832398,0.0514054782,-0.0047621402,-0.0465024562
1520425516107972808,-0.7292356900,0.1491680741,1.1422770668,0.9976035608,0.0519569498,-0.0047413446,-0.0454437072
1520425516116305808,-0.7229767454,0.1486750554,1.1422214117,0.9976023228,0.0525252522,-0.0036143621,-0.0449181458
1520425516124639808,-0.7164279598,0.1481207225,1.1419895519,0.9975985519,0.0539583073,-0.0030614329,-0.0433157927
1520425516132972808,-0.7098792807,0.1476550295,1.1418305044,0.9975633875,0.0553205245,-0.0026333378,-0.0424263256
1520425516141306808,-0.7031189131,0.1472625180,1.1415568040,0.9975306236,0.0569766028,-0.0028060742,-0.0409688615
1520425516149639808,-0.6965777468,0.1467906411,1.1414208135,0.9974955284,0.0584752910,-0.0024222695,-0.0397170465
1520425516157972808,-0.6901634464,0.1461171283,1.1413617365,0.9975167752,0.0594802225,-0.0010043069,-0.0377011633
1520425516166305808,-0.6835754263,0.1454395164,1.1413388979,0.9975095476,0.0607413185,-0.0000909481,-0.0358494963
1520425516174639808,-0.6770614046,0.1447630358,1.1413463026,0.9974877243,0.0621068270,0.0009452569,-0.0340600690
1520425516182972808,-0.6705125138,0.1439899307,1.1413707858,0.9974970928,0.0629424956,0.0013184220,-0.0321877907
1520425516191306808,-0.6640091074,0.1432071357,1.1414676508,0.9975073403,0.0639043162,0.0024486781,-0.0298219463
1520425516199639808,-0.6575203454,0.1423514698,1.1415229777,0.9975108746,0.0646067965,0.0031714980,-0.0280705984
1520425516207972808,-0.6508803763,0.1414638917,1.1416455245,0.9975332997,0.0652432546,0.0036781746,-0.0256340550
1520425516216306808,-0.6445001854,0.1403810782,1.1419242351,0.9975970032,0.0650791694,0.0047620486,-0.0232861279
1520425516224639808,-0.6377860043,0.1395186496,1.1418959487,0.9976063850,0.0656933023,0.0047542935,-0.0210543902
1520425516232972808,-0.6312115105,0.1384493870,1.1420185836,0.9976468702,0.0657383320,0.0054937541,-0.0186818803
1520425516241305808,-0.6248472339,0.1372219891,1.1422793249,0.9977324469,0.0649400287,0.0067505687,-0.0163458558
1520425516249639808,-0.6180802753,0.1361655689,1.1421923534,0.9977798915,0.0647430766,0.0063349162,-0.0142650261
1520425516257972808,-0.6116097981,0.1347828669,1.1424828506,0.9978733033,0.0635852250,0.0077644826,-0.0120624452
1520425516266306808,-0.6049706457,0.1335020583,1.1425194435,0.9979393480,0.0628208342,0.0087372598,-0.0097088037
1520425516274639808,-0.5980783193,0.1322411239,1.1423842644,0.9979751334,0.0625032643,0.0091070239,-0.0074858032
1520425516282972808,-0.5914180760,0.1308002957,1.1423967055,0.9980512328,0.0613669053,0.0099117261,-0.0054403396
1520425516291305808,-0.5846625236,0.1294244411,1.1422046904,0.9981170500,0.0603169704,0.0106178769,-0.0033879734
1520425516299639808,-0.5778231937,0.1280583315,1.1420204300,0.9981580008,0.0596062000,0.0110979081,-0.0021313753
1520425516307972808,-0.5712719750,0.1263675512,1.1419039441,0.9982453151,0.0579747446,0.0120499801,-0.0001339131
1520425516316306808,-0.5644535525,0.1249274758,1.1415659428,0.9982523851,0.0577653267,0.0124086553,0.0011695839
1520425516324639808,-0.5576726624,0.1232272429,1.1413103524,0.9983224168,0.0562418044,0.0131196885,0.0041334310
1520425516332972808,-0.5503834527,0.1218489703,1.1410372720,0.9983484896,0.0556383304,0.0130438842,0.0058759335
1520425516341306808,-0.5434745707,0.1201491505,1.1406710291,0.9983776858,0.0545600018,0.0136700582,0.0088505429
1520425516349639808,-0.5364707363,0.1185844713,1.1402328678,0.9983973273,0.0539089790,0.0137503873,0.0103694629
1520425516357972808,-0.5297055584,0.1168011707,1.1397534899,0.9983874846,0.0534011853,0.0143980056,0.0127844236
1520425516366305808,-0.5225227191,0.1152262530,1.1391858754,0.9983460786,0.0535996330,0.0146350189,0.0147649215
1520425516374639808,-0.5156167956,0.1134295119,1.1386478796,0.9983454496,0.0524256576,0.0154167711,0.0178951614
1520425516382972808,-0.5083589793,0.1117478034,1.1380456767,0.9982940736,0.0526838903,0.0155933673,0.0197534096
1520425516391306808,-0.5011718519,0.1100014876,1.1373351677,0.9982209339,0.0526393537,0.0163136012,0.0227581184
1520425516399639808,-0.4939346207,0.1081034749,1.1367172811,0.9981782066,0.0521048869,0.0166532661,0.0254561835
1520425516407972808,-0.4867359525,0.1063238388,1.1359507907,0.9981050685,0.0521025791,0.0171495116,0.0278834663
